occupation,original_occupation,matched_kldb_code,matched_kldb_title,original_matched_kldb_title,similarity_score
frau arzt,frauenarzt,81444,frau arzt,frauenarzt ärztin,0.9999993
immobilie fach wirt,immobilienfachwirt,61313,immobilie fach wirt,immobilienfachwirt,0.9999993
verwaltung wissenschaftlerin,verwaltungswissenschaftlerin,73204,verwaltung wissenschaftlerin,verwaltungswissenschaftlerin,0.9999993
forst wissenschaftler,forstwissenschaftler,11714,forst wissenschaftler,forstwissenschaftler,0.9999993
handel fach wirtin,handelsfachwirtin,61203,handel fach wirtin,handelsfachwirtin,0.9999993
labor leiter,laborleiter,41294,labor leiter,laborleiter,0.9999993
corporate,corporate controller,73184,corporate,corporate counsel,0.9999993
fach redakteur,fachredakteur,92413,fach redakteur,fachredakteur technik,0.9999993
export kaufmann,exportkaufmann,61212,export kaufmann,exportkaufmann frau,0.9999993
sport journalist,sportjournalist,92414,sport journalist,sportjournalist,0.9999993
architekt,architekt,31114,architekt,architekt,0.9999993
fach berater,fachberater,83154,fach berater,fachberater altenhilfe,0.9999993
staat sa walt,staatsanwalt,73144,staat sa walt,staatsanwalt anwältin,0.9999993
romanistin,romanistin,91134,romanistin,romanistin,0.9999993
rechtswissenschaftler,rechtswissenschaftler,73104,rechtswissenschaftler,rechtswissenschaftler,0.9999993
heilpraktiker,heilpraktiker,81752,heilpraktiker,heilpraktiker,0.9999993
heime zieher,heimerzieher,83112,heime zieher,heimerzieher,0.9999993
buch halter,buchhalter,72213,buch halter,buchhalter,0.9999993
soldat,soldat,01402,soldat,soldat,0.9999993
pate,patentreferent,27184,pate,patentbeamt er höh dienst,0.9999993
sparkassenangestellte,sparkassenangestellte,72112,sparkassenangestellte,sparkassenangestellte r,0.9999993
maschinenbau ingenieur ion technik,maschinenbauingenieur konstruktionstechnik,27224,maschinenbau ingenieur ion technik,maschinenbauingenieur konstruktionstechnik,0.9999993
internat ion,internationale beziehungen,71403,internat ion,internationale r management assistent,0.9999993
handel fach packer,handelsfachpacker,51312,handel fach packer,handelsfachpacker,0.9999993
kran ken gymnastin,krankengymnastin,81713,kran ken gymnastin,krankengymnastin,0.9999993
kunst,kunst,21342,kunst,kunstverglaser,0.9999993
fach arbeit zeug maschine,facharbeiter werkzeugmaschinen,24232,fach arbeit zeug maschine,facharbeiter für werkzeugmaschinen bohren,0.9999993
richterin,richterin i r,73154,richterin,richterin,0.9999993
immobilie maklerin,immobilienmaklerin,61313,immobilie maklerin,immobilienmaklerin,0.9999993
disponent,disponent,92382,disponent,disponent anzeigenverkauf,0.9999992
vermessung ingenieur,vermessungsingenieur,31214,vermessung ingenieur,vermessungsingenieur,0.9999992
controller,controller,72234,controller,controller,0.9999992
personalsachbearbeiter,personalsachbearbeiter,71512,personalsachbearbeiter,personalsachbearbeiter,0.9999992
spracht hera eutin,sprachtherapeutin,81733,spracht hera eutin,sprachtherapeutin,0.9999992
forst fach arbeit,forstfacharbeiter,11712,forst fach arbeit,forstfacharbeiter,0.9999992
stellvertreten,stellvertretender schulleiter,84194,stellvertreten,stellvertretende r schulleiter,0.9999992
meisterin wirt schaft,meisterin ländlichen hauswirtschaft,29293,meisterin wirt schaft,meisterin fleischwirtschaft,0.9999992
sozialarbeit,sozialarbeiter,83124,sozialarbeit,sozialarbeiter,0.9999992
bauing uri,bauingenieurin,31104,bauing uri,bauingenieurin,0.9999992
zerspaner,zerspaner,24232,zerspaner,zerspaner,0.9999992
arbeit berater,arbeitsberater,71524,arbeit berater,arbeits und berufsberater,0.9999992
flug motor schlosser,flugmotorenschlosser,25232,flug motor schlosser,flugmotorenschlosser,0.9999992
historik,historiker,91224,historik,historiker,0.9999992
druck form hersteller,druckformhersteller,23212,druck form hersteller,druckformhersteller,0.9999992
abteilung leiterin,abteilungsleiterin,71394,abteilung leiterin,abteilungsleiterin,0.9999992
service technik,servicetechniker,25132,service technik,servicetechniker,0.9999992
journalist,journalist,92414,journalist,journalist,0.9999992
bezirk direktor,bezirksdirektor,71394,bezirk direktor,bezirksdirektor,0.9999992
philosophin,philosophin,91214,philosophin,philosophin,0.9999992
wirt schaft juristin,wirtschaftsjuristin,73184,wirt schaft juristin,wirtschafts und arbeitsjuristin,0.9999992
dezernentin,dezernentin,73294,dezernentin,dezernentin,0.9999992
gewerk schaft sekretär,gewerkschaftssekretär,71224,gewerk schaft sekretär,gewerkschaftssekretär,0.9999992
betriebs wirtin wesen,betriebswirtin gesundheitswesen,72303,betriebs wirtin wesen,betriebswirtin steuerwesen,0.9999992
gesundheit,gesundheits,81394,gesundheit,gesundheits und pflegemanager,0.9999992
schuh macher meister,schuhmachermeister,28393,schuh macher meister,schuhmachermeister,0.9999992
verfahrens technik,verfahrenstechnik,25103,verfahrens technik,verfahrenstechniker,0.9999992
frau referentin,frauenreferentin,71234,frau referentin,frauenreferentin,0.99999917
sozi alp helferin,sozialpädagogische familienhelferin,83124,sozi alp helferin,sozialpädagogische r familienhelferin,0.99999917
justiziarin,justiziarin,73184,justiziarin,justiziarin,0.99999917
energieanlage installateur,energieanlageninstallateur,26252,energieanlage installateur,energieanlageninstallateur,0.99999917
kraftwerk technik,kraftwerkstechnik,26233,kraftwerk technik,kraftwerker maschinentechnik,0.99999917
rohr leitung bauer,rohrleitungsbauer,34322,rohr leitung bauer,rohrleitungsbauer,0.99999917
kunst händler,kunsthändler,62522,kunst händler,kunst antiquitätenhändler,0.99999917
textilreinigung fach arbeiterin,textilreinigungsfacharbeiterin,54132,textilreinigung fach arbeiterin,textilreinigungsfacharbeiterin,0.99999917
